"AverageShortestPathLength","Betweenness","Closeness","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Eigenvector","Interactor Type","IsSingleNode","name","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Short Label","Species (NCBI TAX ID)","Species Full Name","Species Short Label","Stress","Subgragh","synonym","systematic name"
,,,,,,,,"gene",,"CCT7",,"false",,"CCT7","CCT7","9606","Homo sapiens","Human",,,"TCP1ETA",""
,,,,,,,,"gene",,"FANCD2",,"false",,"FANCD2","FANCD2","9606","Homo sapiens","Human",,,"FANCD",""
,,,,,,,,"gene",,"ZNF358",,"false",,"ZNF358","ZNF358","9606","Homo sapiens","Human",,,"ZFEND",""
,,,,,,,,"gene",,"ZNF17",,"false",,"ZNF17","ZNF17","9606","Homo sapiens","Human",,,"KOX10",""
,,,,,,,,"gene",,"TMEM209",,"false",,"TMEM209","TMEM209","9606","Homo sapiens","Human",,,"NET31",""
,,,,,,,,"gene",,"LTK",,"false",,"LTK","LTK","9606","Homo sapiens","Human",,,"TYK1",""
,,,,,,,,"gene",,"BRD9",,"false",,"BRD9","BRD9","9606","Homo sapiens","Human",,,"PRO9856","UNQ3040/PRO9856"
,,,,,,,,"gene",,"ZNF181",,"false",,"ZNF181","ZNF181","9606","Homo sapiens","Human",,,"HHZ181",""
,,,,,,,,"protein",,"SMURF1",,"false",,"SMURF1","SMURF1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"ATXN7L1",,"false",,"ATXN7L1","ATXN7L1","9606","Homo sapiens","Human",,,"ATXN7L4","tcag7.1150"
,,,,,,,,"gene",,"ZNF496",,"false",,"ZNF496","ZNF496","9606","Homo sapiens","Human",,,"ZSCAN49",""
,,,,,,,,"gene",,"NHEJ1",,"false",,"NHEJ1","NHEJ1","9606","Homo sapiens","Human",,,"XLF",""
,,,,,,,,"gene",,"CCDC114",,"false",,"CCDC114","CCDC114","9606","Homo sapiens","Human",,,"CILD20",""
,,,,,,,,"gene",,"BCAS2",,"false",,"BCAS2","BCAS2","9606","Homo sapiens","Human",,,"Snt309",""
,,,,,,,,"gene",,"STK32A",,"false",,"STK32A","STK32A","9606","Homo sapiens","Human",,,"YANK1",""
,,,,,,,,"gene",,"C16orf72",,"false",,"C16orf72","C16orf72","9606","Homo sapiens","Human",,,"PRO0149",""
,,,,,,,,"gene",,"LTA4H",,"false",,"LTA4H","LTA4H","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"BMPR1B",,"false",,"BMPR1B","BMPR1B","9606","Homo sapiens","Human",,,"CDw293",""
,,,,,,,,"gene",,"NAPA",,"false",,"NAPA","NAPA","9606","Homo sapiens","Human",,,"SNAPA",""
,,,,,,,,"gene",,"NAB1",,"false",,"NAB1","NAB1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"SNRPD2",,"false",,"SNRPD2","SNRPD2","9606","Homo sapiens","Human",,,"Sm-D2",""
,,,,,,,,"gene",,"COCH",,"false",,"COCH","COCH","9606","Homo sapiens","Human",,,"DFNA9","UNQ257/PRO294"
,,,,,,,,"gene",,"PRPF3",,"false",,"PRPF3","PRPF3","9606","Homo sapiens","Human",,,"SNRNP90",""
,,,,,,,,"gene",,"RPL18A",,"false",,"RPL18A","RPL18A","9606","Homo sapiens","Human",,,"L18A",""
,,,,,,,,"gene",,"RILPL2",,"false",,"RILPL2","RILPL2","9606","Homo sapiens","Human",,,"RLP2",""
,,,,,,,,"gene",,"ADAM10",,"false",,"ADAM10","ADAM10","9606","Homo sapiens","Human",,,"kuz",""
,,,,,,,,"gene",,"SLC9A8",,"false",,"SLC9A8","SLC9A8","9606","Homo sapiens","Human",,,"NHE8","RP5-963K23.3"
,,,,,,,,"gene",,"NONO",,"false",,"NONO","NONO","9606","Homo sapiens","Human",,,"PPP1R114",""
,,,,,,,,"gene",,"HKDC1",,"false",,"HKDC1","HKDC1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"C12orf66",,"false",,"C12orf66","C12orf66","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"ANAPC10",,"false",,"ANAPC10","ANAPC10","9606","Homo sapiens","Human",,,"DOC1",""
,,,,,,,,"gene",,"LMLN",,"false",,"LMLN","LMLN","9606","Homo sapiens","Human",,,"MSP",""
,,,,,,,,"gene",,"TBC1D8",,"false",,"TBC1D8","TBC1D8","9606","Homo sapiens","Human",,,"VRP",""
,,,,,,,,"gene",,"NUP98",,"false",,"NUP98","NUP98","9606","Homo sapiens","Human",,,"NUP96",""
,,,,,,,,"gene",,"SNRPF",,"false",,"SNRPF","SNRPF","9606","Homo sapiens","Human",,,"snRNP-F",""
,,,,,,,,"gene",,"SFPQ",,"false",,"SFPQ","SFPQ","9606","Homo sapiens","Human",,,"PSF",""
,,,,,,,,"gene",,"PNPLA4",,"false",,"PNPLA4","PNPLA4","9606","Homo sapiens","Human",,,"iPLA2eta",""
,,,,,,,,"gene",,"NXT2",,"false",,"NXT2","NXT2","9606","Homo sapiens","Human",,,"P15-2","RP4-596C15.2"
,,,,,,,,"gene",,"TTC27",,"false",,"TTC27","TTC27","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"MFHAS1",,"false",,"MFHAS1","MFHAS1","9606","Homo sapiens","Human",,,"MASL1",""
,,,,,,,,"gene",,"CWC22",,"false",,"CWC22","CWC22","9606","Homo sapiens","Human",,,"fSAPb",""
,,,,,,,,"gene",,"CD83",,"false",,"CD83","CD83","9606","Homo sapiens","Human",,,"HB15",""
,,,,,,,,"gene",,"RNFT1",,"false",,"RNFT1","RNFT1","9606","Homo sapiens","Human",,,"","PTD016"
,,,,,,,,"gene",,"SVIL",,"false",,"SVIL","SVIL","9606","Homo sapiens","Human",,,"","RP11-534G20.1"
,,,,,,,,"gene",,"ZNF764",,"false",,"ZNF764","ZNF764","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"DIRAS3",,"false",,"DIRAS3","DIRAS3","9606","Homo sapiens","Human",,,"NOEY2",""
,,,,,,,,"gene",,"MTNR1A",,"false",,"MTNR1A","MTNR1A","9606","Homo sapiens","Human",,,"MT1",""
,,,,,,,,"gene",,"KMT2E",,"false",,"KMT2E","KMT2E","9606","Homo sapiens","Human",,,"NKp44L",""
,,,,,,,,"gene",,"JMJD4",,"false",,"JMJD4","JMJD4","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"PRPF31",,"false",,"PRPF31","PRPF31","9606","Homo sapiens","Human",,,"SNRNP61",""
,,,,,,,,"gene",,"URI1",,"false",,"URI1","URI1","9606","Homo sapiens","Human",,,"URI",""
,,,,,,,,"gene",,"RPL23A",,"false",,"RPL23A","RPL23A","9606","Homo sapiens","Human",,,"MDA20",""
,,,,,,,,"gene",,"HES5",,"false",,"HES5","HES5","9606","Homo sapiens","Human",,,"bHLHb38","RP3-395M20.5"
,,,,,,,,"gene",,"PSMD1",,"false",,"PSMD1","PSMD1","9606","Homo sapiens","Human",,,"S1",""
,,,,,,,,"gene",,"RAMP1",,"false",,"RAMP1","RAMP1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"AKR1B1",,"false",,"AKR1B1","AKR1B1","9606","Homo sapiens","Human",,,"AR",""
,,,,,,,,"gene",,"CARS2",,"false",,"CARS2","CARS2","9606","Homo sapiens","Human",,,"","OK/SW-cl.10"
,,,,,,,,"gene",,"CSNK2B",,"false",,"CSNK2B","CSNK2B","9606","Homo sapiens","Human",,,"G5A","DADB-127H9.2"
,,,,,,,,"gene",,"KLF16",,"false",,"KLF16","KLF16","9606","Homo sapiens","Human",,,"NSLP2",""
,,,,,,,,"gene",,"NDUFA13",,"false",,"NDUFA13","NDUFA13","9606","Homo sapiens","Human",,,"GRIM19","CGI-39"
,,,,,,,,"gene",,"HIST1H2AI",,"false",,"HIST1H2AI","HIST1H2AI","9606","Homo sapiens","Human",,,"H2AFC",""
,,,,,,,,"gene",,"MORF4L2",,"false",,"MORF4L2","MORF4L2","9606","Homo sapiens","Human",,,"MRGX","RP5-1055C14.2"
,,,,,,,,"gene",,"RPS19",,"false",,"RPS19","RPS19","9606","Homo sapiens","Human",,,"S19",""
,,,,,,,,"gene",,"ALDH3B1",,"false",,"ALDH3B1","ALDH3B1","9606","Homo sapiens","Human",,,"ALDH7",""
,,,,,,,,"gene",,"RPL7",,"false",,"RPL7","RPL7","9606","Homo sapiens","Human",,,"humL7-1",""
,,,,,,,,"gene",,"RREB1",,"false",,"RREB1","RREB1","9606","Homo sapiens","Human",,,"Zep-1","RP11-69L16.1"
,,,,,,,,"gene",,"RPL14",,"false",,"RPL14","RPL14","9606","Homo sapiens","Human",,,"hRL14",""
,,,,,,,,"gene",,"TREX2",,"false",,"TREX2","TREX2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"RAD51",,"false",,"RAD51","RAD51","9606","Homo sapiens","Human",,,"RECA",""
,,,,,,,,"gene",,"TRIM8",,"false",,"TRIM8","TRIM8","9606","Homo sapiens","Human",,,"RNF27","RP11-47A8.4"
,,,,,,,,"gene",,"TRIM15",,"false",,"TRIM15","TRIM15","9606","Homo sapiens","Human",,,"ZNFB7","DAAP-200B17.1"
,,,,,,,,"gene",,"RAD23B",,"false",,"RAD23B","RAD23B","9606","Homo sapiens","Human",,,"P58","RP11-131A5.1"
,,,,,,,,"gene",,"RPL37",,"false",,"RPL37","RPL37","9606","Homo sapiens","Human",,,"L37",""
,,,,,,,,"gene",,"ACTR5",,"false",,"ACTR5","ACTR5","9606","Homo sapiens","Human",,,"INO80M",""
,,,,,,,,"gene",,"RPS27A",,"false",,"RPS27A","RPS27A","9606","Homo sapiens","Human",,,"UBCEP80",""
,,,,,,,,"gene",,"SUPT5H",,"false",,"SUPT5H","SUPT5H","9606","Homo sapiens","Human",,,"Tat-CT1",""
,,,,,,,,"gene",,"POU3F3",,"false",,"POU3F3","POU3F3","9606","Homo sapiens","Human",,,"OTF8",""
,,,,,,,,"gene",,"ICK",,"false",,"ICK","ICK","9606","Homo sapiens","Human",,,"MRK",""
,,,,,,,,"gene",,"RPS14",,"false",,"RPS14","RPS14","9606","Homo sapiens","Human",,,"S14","PRO2640"
,,,,,,,,"gene",,"ELK4",,"false",,"ELK4","ELK4","9606","Homo sapiens","Human",,,"SAP1",""
,,,,,,,,"gene",,"MMS22L",,"false",,"MMS22L","MMS22L","9606","Homo sapiens","Human",,,"dJ39B17.2",""
,,,,,,,,"gene",,"THOC1",,"false",,"THOC1","THOC1","9606","Homo sapiens","Human",,,"P84N5",""
,,,,,,,,"gene",,"KRAS",,"false",,"KRAS","KRAS","9606","Homo sapiens","Human",,,"RASK2",""
,,,,,,,,"gene",,"VCP",,"false",,"VCP","VCP","9606","Homo sapiens","Human",,,"p97",""
,,,,,,,,"gene",,"DHFR",,"false",,"DHFR","DHFR","9606","Homo sapiens","Human",,,"DYR",""
,,,,,,,,"gene",,"PTTG1",,"false",,"PTTG1","PTTG1","9606","Homo sapiens","Human",,,"TUTR1",""
,,,,,,,,"gene",,"AQR",,"false",,"AQR","AQR","9606","Homo sapiens","Human",,,"fSAP164",""
,,,,,,,,"ribonucleic acid",,"BIRC2",,"false",,"BIRC2","BIRC2","9606","Homo sapiens","Human",,,"cIAP1",""
,,,,,,,,"protein",,"B3GALT1",,"false",,"B3GALT1","B3GALT1","9606","Homo sapiens","Human",,,"beta3Gal-T1",""
,,,,,,,,"ribonucleic acid",,"HSD17B4",,"false",,"HSD17B4","HSD17B4","9606","Homo sapiens","Human",,,"SDR8C1",""
,,,,,,,,"ribonucleic acid",,"HDLBP",,"false",,"HDLBP","HDLBP","9606","Homo sapiens","Human",,,"VGL",""
,,,,,,,,"ribonucleic acid",,"USP39",,"false",,"USP39","USP39","9606","Homo sapiens","Human",,,"SNRNP65","CGI-21"
,,,,,,,,"ribonucleic acid",,"CD3EAP",,"false",,"CD3EAP","CD3EAP","9606","Homo sapiens","Human",,,"PAF49",""
,,,,,,,,"ribonucleic acid",,"MPHOSPH10",,"false",,"MPHOSPH10","MPHOSPH10","9606","Homo sapiens","Human",,,"PPP1R106",""
,,,,,,,,"ribonucleic acid",,"PLRG1",,"false",,"PLRG1","PLRG1","9606","Homo sapiens","Human",,,"TANGO4",""
,,,,,,,,"ribonucleic acid",,"GTF3C4",,"false",,"GTF3C4","GTF3C4","9606","Homo sapiens","Human",,,"TFIIICDELTA",""
,,,,,,,,"ribonucleic acid",,"SUN2",,"false",,"SUN2","SUN2","9606","Homo sapiens","Human",,,"UNC84B","RP3-508I15.15-002"
,,,,,,,,"ribonucleic acid",,"RANGAP1",,"false",,"RANGAP1","RANGAP1","9606","Homo sapiens","Human",,,"SD","RP4-756G23.7"
,,,,,,,,"ribonucleic acid",,"CDKN2AIP",,"false",,"CDKN2AIP","CDKN2AIP","9606","Homo sapiens","Human",,,"CARF",""
,,,,,,,,"ribonucleic acid",,"DDX50",,"false",,"DDX50","DDX50","9606","Homo sapiens","Human",,,"mcdrh",""
,,,,,,,,"ribonucleic acid",,"PSIP1",,"false",,"PSIP1","PSIP1","9606","Homo sapiens","Human",,,"p75",""
,,,,,,,,"ribonucleic acid",,"NOP58",,"false",,"NOP58","NOP58","9606","Homo sapiens","Human",,,"NOP5/NOP58","HSPC120"
,,,,,,,,"ribonucleic acid",,"DDX31",,"false",,"DDX31","DDX31","9606","Homo sapiens","Human",,,"PPP1R25",""
,,,,,,,,"ribonucleic acid",,"RRP1",,"false",,"RRP1","RRP1","9606","Homo sapiens","Human",,,"RRP1A",""
,,,,,,,,"ribonucleic acid",,"HADHA",,"false",,"HADHA","HADHA","9606","Homo sapiens","Human",,,"TP-ALPHA",""
,,,,,,,,"ribonucleic acid",,"ARHGAP4",,"false",,"ARHGAP4","ARHGAP4","9606","Homo sapiens","Human",,,"p115",""
,,,,,,,,"ribonucleic acid",,"CCAR2",,"false",,"CCAR2","CCAR2","9606","Homo sapiens","Human",,,"p30DBC",""
,,,,,,,,"ribonucleic acid",,"FUS",,"false",,"FUS","FUS","9606","Homo sapiens","Human",,,"TLS",""
,,,,,,,,"ribonucleic acid",,"CHERP",,"false",,"CHERP","CHERP","9606","Homo sapiens","Human",,,"SRA1",""
,,,,,,,,"ribonucleic acid",,"NOL10",,"false",,"NOL10","NOL10","9606","Homo sapiens","Human",,,"PQBP5",""
,,,,,,,,"ribonucleic acid",,"DDX54",,"false",,"DDX54","DDX54","9606","Homo sapiens","Human",,,"DP97",""
,,,,,,,,"ribonucleic acid",,"HNRNPUL2",,"false",,"HNRNPUL2","HNRNPUL2","9606","Homo sapiens","Human",,,"SAF-A2",""
,,,,,,,,"ribonucleic acid",,"TBL3",,"false",,"TBL3","TBL3","9606","Homo sapiens","Human",,,"UTP13",""
,,,,,,,,"ribonucleic acid",,"PKP2",,"false",,"PKP2","PKP2","9606","Homo sapiens","Human",,,"ARVD9",""
,,,,,,,,"ribonucleic acid",,"SART3",,"false",,"SART3","SART3","9606","Homo sapiens","Human",,,"p110(nrb)",""
,,,,,,,,"ribonucleic acid",,"RBMX",,"false",,"RBMX","RBMX","9606","Homo sapiens","Human",,,"hnRNP-G","RP11-1114A5.1"
,,,,,,,,"ribonucleic acid",,"PSPC1",,"false",,"PSPC1","PSPC1","9606","Homo sapiens","Human",,,"PSP1","RP11-523H24.2"
,,,,,,,,"ribonucleic acid",,"ATP5B",,"false",,"ATP5B","ATP5B","9606","Homo sapiens","Human",,,"HEL-S-271",""
,,,,,,,,"ribonucleic acid",,"SMARCA4",,"false",,"SMARCA4","SMARCA4","9606","Homo sapiens","Human",,,"hSNF2b",""
,,,,,,,,"ribonucleic acid",,"GPATCH4",,"false",,"GPATCH4","GPATCH4","9606","Homo sapiens","Human",,,"GPATC4","RP11-284F21.4"
,,,,,,,,"ribonucleic acid",,"POP1",,"false",,"POP1","POP1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"UTP3",,"false",,"UTP3","UTP3","9606","Homo sapiens","Human",,,"SAS10",""
,,,,,,,,"ribonucleic acid",,"DDX1",,"false",,"DDX1","DDX1","9606","Homo sapiens","Human",,,"UKVH5d",""
,,,,,,,,"ribonucleic acid",,"TOP1",,"false",,"TOP1","TOP1","9606","Homo sapiens","Human",,,"TOPI","RP3-511B24.1"
,,,,,,,,"ribonucleic acid",,"DHX37",,"false",,"DHX37","DHX37","9606","Homo sapiens","Human",,,"DDX37",""
,,,,,,,,"ribonucleic acid",,"PDCD11",,"false",,"PDCD11","PDCD11","9606","Homo sapiens","Human",,,"RRP5",""
,,,,,,,,"ribonucleic acid",,"HNRNPA3",,"false",,"HNRNPA3","HNRNPA3","9606","Homo sapiens","Human",,,"HNRPA3",""
,,,,,,,,"ribonucleic acid",,"CDC5L",,"false",,"CDC5L","CDC5L","9606","Homo sapiens","Human",,,"dJ319D22.1","RP1-319D22.1"
,,,,,,,,"ribonucleic acid",,"XRCC5",,"false",,"XRCC5","XRCC5","9606","Homo sapiens","Human",,,"NFIV",""
,,,,,,,,"ribonucleic acid",,"BAZ1B",,"false",,"BAZ1B","BAZ1B","9606","Homo sapiens","Human",,,"WSTF",""
,,,,,,,,"ribonucleic acid",,"PDS5A",,"false",,"PDS5A","PDS5A","9606","Homo sapiens","Human",,,"SCC112","PIG54"
,,,,,,,,"ribonucleic acid",,"PBRM1",,"false",,"PBRM1","PBRM1","9606","Homo sapiens","Human",,,"PB1",""
,,,,,,,,"ribonucleic acid",,"STRBP",,"false",,"STRBP","STRBP","9606","Homo sapiens","Human",,,"p74",""
,,,,,,,,"ribonucleic acid",,"RAD50",,"false",,"RAD50","RAD50","9606","Homo sapiens","Human",,,"hRad50",""
,,,,,,,,"ribonucleic acid",,"PRPF6",,"false",,"PRPF6","PRPF6","9606","Homo sapiens","Human",,,"hPrp6",""
,,,,,,,,"ribonucleic acid",,"RRP12",,"false",,"RRP12","RRP12","9606","Homo sapiens","Human",,,"KIAA0690","RP11-452K12.13-007"
,,,,,,,,"ribonucleic acid",,"IFI16",,"false",,"IFI16","IFI16","9606","Homo sapiens","Human",,,"PYHIN2",""
,,,,,,,,"ribonucleic acid",,"GNL3",,"false",,"GNL3","GNL3","9606","Homo sapiens","Human",,,"NS",""
,,,,,,,,"ribonucleic acid",,"SMARCA5",,"false",,"SMARCA5","SMARCA5","9606","Homo sapiens","Human",,,"hSNF2H",""
,,,,,,,,"ribonucleic acid",,"HNRNPR",,"false",,"HNRNPR","HNRNPR","9606","Homo sapiens","Human",,,"hnRNP-R",""
,,,,,,,,"ribonucleic acid",,"SF3B2",,"false",,"SF3B2","SF3B2","9606","Homo sapiens","Human",,,"SF3b150",""
,,,,,,,,"ribonucleic acid",,"VIM",,"false",,"VIM","VIM","9606","Homo sapiens","Human",,,"HEL113","RP11-124N14.1"
,,,,,,,,"ribonucleic acid",,"DDX21",,"false",,"DDX21","DDX21","9606","Homo sapiens","Human",,,"RH-II/GuA",""
,,,,,,,,"ribonucleic acid",,"SMC1A",,"false",,"SMC1A","SMC1A","9606","Homo sapiens","Human",,,"SMCB","RP6-29D12.1"
,,,,,,,,"ribonucleic acid",,"MYBBP1A",,"false",,"MYBBP1A","MYBBP1A","9606","Homo sapiens","Human",,,"PAP2",""
,,,,,,,,"protein",,"SCARNA22",,"false",,"SCARNA22","SCARNA22","9606","Homo sapiens","Human",,,"ACA11",""
,,,,,,,,"protein",,"LRRC4B",,"false",,"LRRC4B","LRRC4B","9606","Homo sapiens","Human",,,"LRIG4",""
,,,,,,,,"protein",,"ZNF623",,"false",,"ZNF623","ZNF623","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"RTL1",,"false",,"RTL1","RTL1","9606","Homo sapiens","Human",,,"PEG11",""
,,,,,,,,"protein",,"ISLR2",,"false",,"ISLR2","ISLR2","9606","Homo sapiens","Human",,,"LINX","UNQ1885/PRO4329"
,,,,,,,,"protein",,"ATL1",,"false",,"ATL1","ATL1","9606","Homo sapiens","Human",,,"atlastin1",""
,,,,,,,,"protein",,"SMAD2",,"false",,"SMAD2","SMAD2","9606","Homo sapiens","Human",,,"hSMAD2",""
,,,,,,,,"protein",,"MAST2",,"false",,"MAST2","MAST2","9606","Homo sapiens","Human",,,"MTSSK","RP4-533D7.1"
,,,,,,,,"protein",,"RNU12",,"false",,"RNU12","RNU12","9606","Homo sapiens","Human",,,"dJ222E13.7",""
,,,,,,,,"protein",,"CDHR2",,"false",,"CDHR2","CDHR2","9606","Homo sapiens","Human",,,"PCLKC",""
,,,,,,,,"protein",,"GOLGA3",,"false",,"GOLGA3","GOLGA3","9606","Homo sapiens","Human",,,"MEA-2",""
,,,,,,,,"protein",,"SLC15A2",,"false",,"SLC15A2","SLC15A2","9606","Homo sapiens","Human",,,"PEPT2",""
,,,,,,,,"protein",,"UPB1",,"false",,"UPB1","UPB1","9606","Homo sapiens","Human",,,"BUP1",""
,,,,,,,,"protein",,"GOLGA7",,"false",,"GOLGA7","GOLGA7","9606","Homo sapiens","Human",,,"HSPC041","HDCKB03P"
,,,,,,,,"protein",,"ANKRD23",,"false",,"ANKRD23","ANKRD23","9606","Homo sapiens","Human",,,"MARP3",""
,,,,,,,,"protein",,"SLC2A9",,"false",,"SLC2A9","SLC2A9","9606","Homo sapiens","Human",,,"URATv1",""
,,,,,,,,"protein",,"ASF1B",,"false",,"ASF1B","ASF1B","9606","Homo sapiens","Human",,,"CIA-II",""
,,,,,,,,"protein",,"ABHD14B",,"false",,"ABHD14B","ABHD14B","9606","Homo sapiens","Human",,,"HEL-S-299",""
,,,,,,,,"protein",,"ASF1A",,"false",,"ASF1A","ASF1A","9606","Homo sapiens","Human",,,"HSPC146","RP3-329L24.1"
,,,,,,,,"protein",,"TDRD15",,"false",,"TDRD15","TDRD15","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"TCERG1L",,"false",,"TCERG1L","TCERG1L","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"TLK1",,"false",,"TLK1","TLK1","9606","Homo sapiens","Human",,,"PKU-beta",""
,"8.704102477286835","0.504222972972973",,,"10.0",,"0.02139539085328579","protein",,"SEPT8",,"true",,"SEPT8","SEPT8","9606","Homo sapiens","Human",,,"SEP2",""
,,,,,,,,"protein",,"SPTBN5",,"false",,"SPTBN5","SPTBN5","9606","Homo sapiens","Human",,,"HUSPECV",""
,"2.7333333333333334","0.5021026072329688",,,"5.0",,"0.015937313437461853","protein",,"CDK14",,"true",,"CDK14","CDK14","9606","Homo sapiens","Human",,,"PFTK1",""
,,,,,,,,"protein",,"SETD4",,"false",,"SETD4","SETD4","9606","Homo sapiens","Human",,,"C21orf27",""
,,,,,,,,"protein",,"EXOSC1",,"false",,"EXOSC1","EXOSC1","9606","Homo sapiens","Human",,,"p13","RP11-452K12.9"
,,,,,,,,"protein",,"SAMD9",,"false",,"SAMD9","SAMD9","9606","Homo sapiens","Human",,,"OEF2",""
,,,,,,,,"protein",,"RBM46",,"false",,"RBM46","RBM46","9606","Homo sapiens","Human",,,"CT68",""
,,,,,,,,"protein",,"TAF10",,"false",,"TAF10","TAF10","9606","Homo sapiens","Human",,,"TAFII30",""
,"5.0","0.5138121546961326",,,"6.0",,"0.06836702674627304","protein",,"KLHL20",,"false",,"KLHL20","KLHL20","9606","Homo sapiens","Human",,"2422.982421875","KLHLX","RP3-383J4.3"
,,,,,,,,"protein",,"RASA2",,"false",,"RASA2","RASA2","9606","Homo sapiens","Human",,,"GAP1M",""
,,,,,,,,"protein",,"TNNI3K",,"false",,"TNNI3K","TNNI3K","9606","Homo sapiens","Human",,,"CCDD",""
,,,,,,,,"protein",,"RANBP3L",,"false",,"RANBP3L","RANBP3L","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"TNNI3",,"false",,"TNNI3","TNNI3","9606","Homo sapiens","Human",,,"cTnI",""
,,,,,,,,"protein",,"NCAM2",,"false",,"NCAM2","NCAM2","9606","Homo sapiens","Human",,,"NCAM21",""
,,,,,,,,"protein",,"PPCS",,"false",,"PPCS","PPCS","9606","Homo sapiens","Human",,,"","RP11-163G10.1"
,,,,,,,,"protein",,"PKD2L1",,"false",,"PKD2L1","PKD2L1","9606","Homo sapiens","Human",,,"TRPP3",""
,,,,,,,,"protein",,"VPS28",,"false",,"VPS28","VPS28","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"PGM2L1",,"false",,"PGM2L1","PGM2L1","9606","Homo sapiens","Human",,,"BM32A",""
,,,,,,,,"protein",,"CMTR2",,"false",,"CMTR2","CMTR2","9606","Homo sapiens","Human",,,"MTr2",""
,,,,,,,,"protein",,"DNMBP",,"false",,"DNMBP","DNMBP","9606","Homo sapiens","Human",,,"TUBA","RP11-114F7.3"
,,,,,,,,"protein",,"EVL",,"false",,"EVL","EVL","9606","Homo sapiens","Human",,,"RNB6",""
,,,,,,,,"protein",,"PAPOLB",,"false",,"PAPOLB","PAPOLB","9606","Homo sapiens","Human",,,"TPAP",""
,,,,,,,,"protein",,"PPFIA4",,"false",,"PPFIA4","PPFIA4","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"NUP210L",,"false",,"NUP210L","NUP210L","9606","Homo sapiens","Human",,,"","RP11-144B19.1"
,,,,,,,,"protein",,"ERC2",,"false",,"ERC2","ERC2","9606","Homo sapiens","Human",,,"Spc110",""
,,,,,,,,"protein",,"NSUN6",,"false",,"NSUN6","NSUN6","9606","Homo sapiens","Human",,,"NOPD1","RP11-139J15.2"
,,,,,,,,"protein",,"TXNL4B",,"false",,"TXNL4B","TXNL4B","9606","Homo sapiens","Human",,,"Dim2",""
,,,,,,,,"protein",,"NLRP9",,"false",,"NLRP9","NLRP9","9606","Homo sapiens","Human",,,"PAN12",""
,,,,,,,,"protein",,"PRPF6",,"false",,"PRPF6","PRPF6","9606","Homo sapiens","Human",,,"hPrp6",""
,,,,,,,,"protein",,"NLRP5",,"false",,"NLRP5","NLRP5","9606","Homo sapiens","Human",,,"PYPAF8",""
,,,,,,,,"protein",,"ARID1B",,"false",,"ARID1B","ARID1B","9606","Homo sapiens","Human",,,"P250R","RP11-419L10.1"
,,,,,,,,"protein",,"NLRP14",,"false",,"NLRP14","NLRP14","9606","Homo sapiens","Human",,,"PAN8",""
,,,,,,,,"protein",,"ARL6IP6",,"false",,"ARL6IP6","ARL6IP6","9606","Homo sapiens","Human",,,"PFAAP1",""
,,,,,,,,"protein",,"NLRP13",,"false",,"NLRP13","NLRP13","9606","Homo sapiens","Human",,,"PAN13",""
,,,,,,,,"protein",,"ATL2",,"false",,"ATL2","ATL2","9606","Homo sapiens","Human",,,"atlastin2",""
,,,,,,,,"protein",,"METTL5",,"false",,"METTL5","METTL5","9606","Homo sapiens","Human",,,"HSPC133","DC3"
,,,,,,,,"protein",,"PPP1CA",,"false",,"PPP1CA","PPP1CA","9606","Homo sapiens","Human",,,"PPP1A",""
,,,,,,,,"protein",,"LGSN",,"false",,"LGSN","LGSN","9606","Homo sapiens","Human",,,"LGS",""
,,,,,,,,"protein",,"PHACTR3",,"false",,"PHACTR3","PHACTR3","9606","Homo sapiens","Human",,,"SCAPININ","RP5-899C14.1"
,,,,,,,,"protein",,"KIF4B",,"false",,"KIF4B","KIF4B","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"THOC7",,"false",,"THOC7","THOC7","9606","Homo sapiens","Human",,,"hTREX30",""
,,,,,,,,"protein",,"ZFR2",,"false",,"ZFR2","ZFR2","9606","Homo sapiens","Human",,,"KIAA1086",""
,,,,,,,,"protein",,"NIF3L1",,"false",,"NIF3L1","NIF3L1","9606","Homo sapiens","Human",,,"CALS-7","MDS015"
,,,,,,,,"protein",,"HYAL4",,"false",,"HYAL4","HYAL4","9606","Homo sapiens","Human",,,"CSHY",""
